Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,United States,127792,39.1
2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Utah,1097,44.5
2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Vermont,333,47.4
2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Virginia,2883,34.5
2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Washington,2760,38.3
2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,West Virginia,1371,70.8
2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wisconsin,2825,44.7
2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,308,52.9
2012,All Causes,All causes,Alabama,49301,926.7
2012,All Causes,All causes,Alaska,3912,731.4
2012,All Causes,All causes,Arizona,49549,682.9
2012,All Causes,All causes,Arkansas,30117,897.5
2012,All Causes,All causes,California,242554,630.4
2012,All Causes,All causes,Colorado,33133,665.6
2012,All Causes,All causes,Connecticut,29316,648.2
2012,All Causes,All causes,Delaware,7875,745.4
2012,All Causes,All causes,District of Columbia,4650,757.2
2012,All Causes,All causes,Florida,177291,669.9
2012,All Causes,All causes,Georgia,72847,808.6
2012,All Causes,All causes,Hawaii,10274,586.5
2012,All Causes,All causes,Idaho,11998,726.6
2012,All Causes,All causes,Illinois,102433,728.7
2012,All Causes,All causes,Indiana,59332,827.5
2012,All Causes,All causes,Iowa,28389,718.3
2012,All Causes,All causes,Kansas,25145,761
2012,All Causes,All causes,Kentucky,43664,916.3
2012,All Causes,All causes,Louisiana,42320,898.6
2012,All Causes,All causes,Maine,12870,730.4
2012,All Causes,All causes,Maryland,44477,709.1
2012,All Causes,All causes,Massachusetts,53177,657.9
2012,All Causes,All causes,Michigan,89901,774.2
2012,All Causes,All causes,Minnesota,40016,649.5
2012,All Causes,All causes,Mississippi,29544,942.9
2012,All Causes,All causes,Missouri,56094,803
2012,All Causes,All causes,Montana,8976,732.4
2012,All Causes,All causes,Nebraska,15659,719
2012,All Causes,All causes,Nevada,20785,774.6
2012,All Causes,All causes,New Hampshire,10730,687.5
2012,All Causes,All causes,New Jersey,70534,677.6
2012,All Causes,All causes,New Mexico,16710,744.6
2012,All Causes,All causes,New York,148991,652.1
2012,All Causes,All causes,North Carolina,81925,786.4
2012,All Causes,All causes,North Dakota,6038,701.2
2012,All Causes,All causes,Ohio,112498,817.9
2012,All Causes,All causes,Oklahoma,36870,891.5
2012,All Causes,All causes,Oregon,32759,706.6
2012,All Causes,All causes,Pennsylvania,126981,759.2
2012,All Causes,All causes,Rhode Island,9354,686.5
2012,All Causes,All causes,South Carolina,43198,835.2
2012,All Causes,All causes,South Dakota,7333,712.3
2012,All Causes,All causes,Tennessee,61956,880.6
2012,All Causes,All causes,Texas,174187,753.3
2012,All Causes,All causes,United States,2543279,732.8
2012,All Causes,All causes,Utah,15676,700
2012,All Causes,All causes,Vermont,5491,700.1
2012,All Causes,All causes,Virginia,61564,730.2
2012,All Causes,All causes,Washington,50105,681.5
2012,All Causes,All causes,West Virginia,21915,939.3
2012,All Causes,All causes,Wisconsin,48384,707.8
2012,All Causes,All causes,Wyoming,4481,748.3
2012,Alzheimer's disease (G30),Alzheimer's disease,Alabama,1390,27.2
2012,Alzheimer's disease (G30),Alzheimer's disease,Alaska,102,27.2
2012,Alzheimer's disease (G30),Alzheimer's disease,Arizona,2160,30
2012,Alzheimer's disease (G30),Alzheimer's disease,Arkansas,931,27.9
2012,Alzheimer's disease (G30),Alzheimer's disease,California,11649,30
2012,Alzheimer's disease (G30),Alzheimer's disease,Colorado,1322,28.4
2012,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,842,16.8
2012,Alzheimer's disease (G30),Alzheimer's disease,Delaware,213,20.2
2012,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,129,20.5
2012,Alzheimer's disease (G30),Alzheimer's disease,Florida,4422,15.2
2012,Alzheimer's disease (G30),Alzheimer's disease,Georgia,2074,26.2
2012,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,249,12.4
2012,Alzheimer's disease (G30),Alzheimer's disease,Idaho,354,21.9
2012,Alzheimer's disease (G30),Alzheimer's disease,Illinois,2865,19.8
2012,Alzheimer's disease (G30),Alzheimer's disease,Indiana,2038,28.1
2012,Alzheimer's disease (G30),Alzheimer's disease,Iowa,1336,30.5
2012,Alzheimer's disease (G30),Alzheimer's disease,Kansas,789,22.5
2012,Alzheimer's disease (G30),Alzheimer's disease,Kentucky,1506,33
2012,Alzheimer's disease (G30),Alzheimer's disease,Louisiana,1399,31.6
2012,Alzheimer's disease (G30),Alzheimer's disease,Maine,432,23.5
2012,Alzheimer's disease (G30),Alzheimer's disease,Maryland,906,14.7
2012,Alzheimer's disease (G30),Alzheimer's disease,Massachusetts,1713,19.8
2012,Alzheimer's disease (G30),Alzheimer's disease,Michigan,3064,25.6
2012,Alzheimer's disease (G30),Alzheimer's disease,Minnesota,1445,22.2
2012,Alzheimer's disease (G30),Alzheimer's disease,Mississippi,923,30.7
2012,Alzheimer's disease (G30),Alzheimer's disease,Missouri,1863,25.9
2012,Alzheimer's disease (G30),Alzheimer's disease,Montana,265,20.8
2012,Alzheimer's disease (G30),Alzheimer's disease,Nebraska,570,24.4
2012,Alzheimer's disease (G30),Alzheimer's disease,Nevada,356,15.3
2012,Alzheimer's disease (G30),Alzheimer's disease,New Hampshire,392,25.1
2012,Alzheimer's disease (G30),Alzheimer's disease,New Jersey,1881,17.1
2012,Alzheimer's disease (G30),Alzheimer's disease,New Mexico,373,17.1
2012,Alzheimer's disease (G30),Alzheimer's disease,New York,2640,10.9
2012,Alzheimer's disease (G30),Alzheimer's disease,North Carolina,2850,28.4
2012,Alzheimer's disease (G30),Alzheimer's disease,North Dakota,364,36.6
2012,Alzheimer's disease (G30),Alzheimer's disease,Ohio,3935,27.4
2012,Alzheimer's disease (G30),Alzheimer's disease,Oklahoma,1069,26.3
2012,Alzheimer's disease (G30),Alzheimer's disease,Oregon,1326,27.9
2012,Alzheimer's disease (G30),Alzheimer's disease,Pennsylvania,3505,18.9
2012,Alzheimer's disease (G30),Alzheimer's disease,Rhode Island,299,19.8
2012,Alzheimer's disease (G30),Alzheimer's disease,South Carolina,1634,33.6
2012,Alzheimer's disease (G30),Alzheimer's disease,South Dakota,460,39.4
2012,Alzheimer's disease (G30),Alzheimer's disease,Tennessee,2434,36.3
2012,Alzheimer's disease (G30),Alzheimer's disease,Texas,5175,24.6
2012,Alzheimer's disease (G30),Alzheimer's disease,United States,83637,23.8
2012,Alzheimer's disease (G30),Alzheimer's disease,Utah,411,19.9
2012,Alzheimer's disease (G30),Alzheimer's disease,Vermont,284,35.3
2012,Alzheimer's disease (G30),Alzheimer's disease,Virginia,1712,21.2
2012,Alzheimer's disease (G30),Alzheimer's disease,Washington,3219,43.8
2012,Alzheimer's disease (G30),Alzheimer's disease,West Virginia,598,25.3
2012,Alzheimer's disease (G30),Alzheimer's disease,Wisconsin,1646,22.6
2012,Alzheimer's disease (G30),Alzheimer's disease,Wyoming,123,21.5
2012,Cerebrovascular diseases (I60-I69),Stroke,Alabama,2628,49.5
2012,Cerebrovascular diseases (I60-I69),Stroke,Alaska,188,42.5
2012,Cerebrovascular diseases (I60-I69),Stroke,Arizona,2164,29.9
2012,Cerebrovascular diseases (I60-I69),Stroke,Arkansas,1664,49.1
2012,Cerebrovascular diseases (I60-I69),Stroke,California,13542,35.4
2012,Cerebrovascular diseases (I60-I69),Stroke,Colorado,1576,32.6
2012,Cerebrovascular diseases (I60-I69),Stroke,Connecticut,1273,27
2012,Cerebrovascular diseases (I60-I69),Stroke,Delaware,404,38.2
2012,Cerebrovascular diseases (I60-I69),Stroke,District of Columbia,207,33.8
2012,Cerebrovascular diseases (I60-I69),Stroke,Florida,8456,30.7
2012,Cerebrovascular diseases (I60-I69),Stroke,Georgia,3636,41.8
2012,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,634,35.2
2012,Cerebrovascular diseases (I60-I69),Stroke,Idaho,610,37.2
2012,Cerebrovascular diseases (I60-I69),Stroke,Illinois,5337,37.7
2012,Cerebrovascular diseases (I60-I69),Stroke,Indiana,3073,42.7
2012,Cerebrovascular diseases (I60-I69),Stroke,Iowa,1422,34.1
2012,Cerebrovascular diseases (I60-I69),Stroke,Kansas,1343,39.4
2012,Cerebrovascular diseases (I60-I69),Stroke,Kentucky,2073,44.3
2012,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2039,43.9
2012,Cerebrovascular diseases (I60-I69),Stroke,Maine,619,34.3
2012,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2280,36.5
2012,Cerebrovascular diseases (I60-I69),Stroke,Massachusetts,2371,28.3
2012,Cerebrovascular diseases (I60-I69),Stroke,Michigan,4414,37.3
2012,Cerebrovascular diseases (I60-I69),Stroke,Minnesota,2081,33
2012,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,1502,48.3
2012,Cerebrovascular diseases (I60-I69),Stroke,Missouri,2989,42.2
2012,Cerebrovascular diseases (I60-I69),Stroke,Montana,415,33.1
2012,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,776,34.8
2012,Cerebrovascular diseases (I60-I69),Stroke,Nevada,897,34.3
2012,Cerebrovascular diseases (I60-I69),Stroke,New Hampshire,457,29.3
2012,Cerebrovascular diseases (I60-I69),Stroke,New Jersey,3440,32.7
2012,Cerebrovascular diseases (I60-I69),Stroke,New Mexico,677,30.3
2012,Cerebrovascular diseases (I60-I69),Stroke,New York,6139,26.6
2012,Cerebrovascular diseases (I60-I69),Stroke,North Carolina,4410,42.8
2012,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,343,37.3
2012,Cerebrovascular diseases (I60-I69),Stroke,Ohio,5788,41.2
2012,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,1893,45.7
2012,Cerebrovascular diseases (I60-I69),Stroke,Oregon,1763,37.5
2012,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,6546,37.4
2012,Cerebrovascular diseases (I60-I69),Stroke,Rhode Island,433,30.6
2012,Cerebrovascular diseases (I60-I69),Stroke,South Carolina,2349,45.9
2012,Cerebrovascular diseases (I60-I69),Stroke,South Dakota,408,37.4
2012,Cerebrovascular diseases (I60-I69),Stroke,Tennessee,3120,44.9
2012,Cerebrovascular diseases (I60-I69),Stroke,Texas,9305,41.8
2012,Cerebrovascular diseases (I60-I69),Stroke,United States,128546,36.9
2012,Cerebrovascular diseases (I60-I69),Stroke,Utah,809,37.8
2012,Cerebrovascular diseases (I60-I69),Stroke,Vermont,281,35.9
2012,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3394,40.7
2012,Cerebrovascular diseases (I60-I69),Stroke,Washington,2513,34.3
2012,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1140,47.9
2012,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,2520,36
2012,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,205,34.9
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,3015,55.2
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,189,40.9
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Arizona,3221,43.6
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Arkansas,1910,55.8
2012,Chronic lower respiratory diseases (J40-J47),CLRD,California,12963,34.5
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,2239,46.7
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Connecticut,1387,30.9
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Delaware,420,39.1
2012,Chronic lower respiratory diseases (J40-J47),CLRD,District of Columbia,139,23.5
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Florida,10585,38.4
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Georgia,3977,45
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,312,17.7
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Idaho,754,46
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Illinois,5313,38.6
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Indiana,3962,55.5
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Iowa,1824,46.8
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Kansas,1687,51.8
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,3100,64.2
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,2074,44.5
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,817,45.4
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Maryland,1981,32.3
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2520,31.7
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,5251,45.2
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,2124,35.3
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1729,54.7
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3650,51.7
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,605,48.6
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,1052,48.9
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1370,52
2012,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,674,43.5
2012,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,3271,31.7
2012,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,965,42.5
2012,Chronic lower respiratory diseases (J40-J47),CLRD,New York,7034,31.1
2012,Chronic lower respiratory diseases (J40-J47),CLRD,North Carolina,4844,46.4
2012,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,306,35.3
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Ohio,7070,51.2
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2585,61.4
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Oregon,1915,42.2
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,6550,38.8
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,504,36.9
2012,Chronic lower respiratory diseases (J40-J47),CLRD,South Carolina,2467,46.9
2012,Chronic lower respiratory diseases (J40-J47),CLRD,South Dakota,481,45.7
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Tennessee,3695,51.8
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Texas,9524,42.7
2012,Chronic lower respiratory diseases (J40-J47),CLRD,United States,143489,41.5
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Utah,663,30.6
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Vermont,364,46.3
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,3070,36.9
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Washington,2955,41
2012,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1524,62.4
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,2524,37.1
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,334,55.8
2012,Diabetes mellitus (E10-E14),Diabetes,Alabama,1300,23.9
2012,Diabetes mellitus (E10-E14),Diabetes,Alaska,107,18.8
2012,Diabetes mellitus (E10-E14),Diabetes,Arizona,1736,23.4
2012,Diabetes mellitus (E10-E14),Diabetes,Arkansas,833,24.6
2012,Diabetes mellitus (E10-E14),Diabetes,California,7895,20.7
2012,Diabetes mellitus (E10-E14),Diabetes,Colorado,797,15.9
2012,Diabetes mellitus (E10-E14),Diabetes,Connecticut,631,14.2
2012,Diabetes mellitus (E10-E14),Diabetes,Delaware,241,22.3
2012,Diabetes mellitus (E10-E14),Diabetes,District of Columbia,145,24.1
2012,Diabetes mellitus (E10-E14),Diabetes,Florida,5092,19.2
2012,Diabetes mellitus (E10-E14),Diabetes,Georgia,2088,22.6
2012,Diabetes mellitus (E10-E14),Diabetes,Hawaii,277,16.2
2012,Diabetes mellitus (E10-E14),Diabetes,Idaho,371,22.9
2012,Diabetes mellitus (E10-E14),Diabetes,Illinois,2706,19.2
2012,Diabetes mellitus (E10-E14),Diabetes,Indiana,1860,25.9
2012,Diabetes mellitus (E10-E14),Diabetes,Iowa,692,17.6
2012,Diabetes mellitus (E10-E14),Diabetes,Kansas,639,19.6
2012,Diabetes mellitus (E10-E14),Diabetes,Kentucky,1256,25.9
2012,Diabetes mellitus (E10-E14),Diabetes,Louisiana,1290,26.9
2012,Diabetes mellitus (E10-E14),Diabetes,Maine,380,21.3
2012,Diabetes mellitus (E10-E14),Diabetes,Maryland,1218,19.2
2012,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1099,13.6
2012,Diabetes mellitus (E10-E14),Diabetes,Michigan,2685,23
2012,Diabetes mellitus (E10-E14),Diabetes,Minnesota,1165,19.1
2012,Diabetes mellitus (E10-E14),Diabetes,Mississippi,1050,32.6
2012,Diabetes mellitus (E10-E14),Diabetes,Missouri,1377,19.6
2012,Diabetes mellitus (E10-E14),Diabetes,Montana,233,19.1
2012,Diabetes mellitus (E10-E14),Diabetes,Nebraska,442,20.7
2012,Diabetes mellitus (E10-E14),Diabetes,Nevada,438,15.9
2012,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,275,17.5
2012,Diabetes mellitus (E10-E14),Diabetes,New Jersey,1988,19.3
2012,Diabetes mellitus (E10-E14),Diabetes,New Mexico,652,28.3
2012,Diabetes mellitus (E10-E14),Diabetes,New York,4010,17.7
2012,Diabetes mellitus (E10-E14),Diabetes,North Carolina,2409,22.6
2012,Diabetes mellitus (E10-E14),Diabetes,North Dakota,185,22
2012,Diabetes mellitus (E10-E14),Diabetes,Ohio,3618,26.1
2012,Diabetes mellitus (E10-E14),Diabetes,Oklahoma,1201,28.4
2012,Diabetes mellitus (E10-E14),Diabetes,Oregon,1126,24.3
2012,Diabetes mellitus (E10-E14),Diabetes,Pennsylvania,3735,22.3
2012,Diabetes mellitus (E10-E14),Diabetes,Rhode Island,198,14.7
2012,Diabetes mellitus (E10-E14),Diabetes,South Carolina,1197,22.3
2012,Diabetes mellitus (E10-E14),Diabetes,South Dakota,218,21.5
2012,Diabetes mellitus (E10-E14),Diabetes,Tennessee,1852,25.8
2012,Diabetes mellitus (E10-E14),Diabetes,Texas,5136,21.9
2012,Diabetes mellitus (E10-E14),Diabetes,United States,73932,21.2
2012,Diabetes mellitus (E10-E14),Diabetes,Utah,541,24.6
2012,Diabetes mellitus (E10-E14),Diabetes,Vermont,168,21.4
2012,Diabetes mellitus (E10-E14),Diabetes,Virginia,1603,18.6
2012,Diabetes mellitus (E10-E14),Diabetes,Washington,1650,22.4
2012,Diabetes mellitus (E10-E14),Diabetes,West Virginia,741,30.5
2012,Diabetes mellitus (E10-E14),Diabetes,Wisconsin,1289,19
2012,Diabetes mellitus (E10-E14),Diabetes,Wyoming,97,15.9
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,12036,225.1
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,708,136.5
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arizona,10689,145.5
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arkansas,7407,218.6
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,California,59371,153.3
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Colorado,6311,127.3
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Connecticut,7282,155.3
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Delaware,1790,168.8
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,District of Columbia,1298,213
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Florida,42125,153
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Georgia,15825,177.6
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Hawaii,2430,135.2
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Idaho,2515,150.9
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Illinois,24667,172.7
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Indiana,13675,188.4
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Iowa,7005,170.4
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kansas,5366,158.2
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kentucky,10024,208.2
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Louisiana,10074,213.1
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maine,2623,145.9
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maryland,11023,174.4
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Massachusetts,11602,139.1
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Michigan,23520,197.9
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Minnesota,7496,119.2
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,7269,231.3
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Missouri,13742,193.4
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Montana,1903,151.1
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nebraska,3307,146.9
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nevada,5166,192.5
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Hampshire,2324,146.1
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Jersey,18340,171.5
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Mexico,3352,147.8
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New York,43795,186.5
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Carolina,17348,166.1
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Dakota,1368,151.6
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Ohio,26426,187.7
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Oklahoma,9198,220.4
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Oregon,6180,130.3
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Pennsylvania,30952,177.7
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Rhode Island,2360,165.2
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,South Carolina,9364,180.2
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,South Dakota,1668,155.4
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Tennessee,14454,203.7
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Texas,39061,171.3
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,United States,599711,170.5
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Utah,3091,142.4
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Vermont,1206,150.6
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Virginia,13386,158.6
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Washington,10360,139.3
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,West Virginia,4942,208.1
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Wisconsin,11282,160.7
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Wyoming,1005,167.2
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,942,17.9
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,52,10
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,683,9.5
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arkansas,734,21.9
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,5849,15.2
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,525,11
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,558,11.8
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,121,11.3
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,76,12.1
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,2338,8.5
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1390,16.4
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,394,20.8
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,189,11.3
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2323,16.3
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,973,13.5
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,664,15.6
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,624,18
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kentucky,879,18.7
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Louisiana,808,17.5
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maine,205,11.6
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maryland,986,15.8
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Massachusetts,1356,16.1
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Michigan,1565,13.3
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Minnesota,674,10.6
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Mississippi,565,18.1
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Missouri,1213,17
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Montana,155,12.2
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nebraska,291,12.7
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nevada,496,19
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,204,12.8
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Jersey,1131,10.6
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,281,12.5
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New York,4404,18.8
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Carolina,1899,18.5
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,133,14.3
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,2195,15.5
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oklahoma,573,13.8
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,382,8.1
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,2360,13.5
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,161,11.2
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,726,14.4
